,PAHO Sub-Region,ISO-3,Country / territory,IFRC Sub-Region,Population,Tracker Update Date,Data Publication Date,EPI Week (year),EPI Week (outbreak),Cases
Deaths,South Cone,BRA,Brazil,Americas,206077898,10th May 2016,5th May 2016,18,33,3
Suspected,South Cone,BRA,Brazil,Americas,206077898,10th May 2016,5th May 2016,18,33,120161
Confirmed,Andean,COL,Colombia,Americas,47791393,10th May 2016,5th May 2016,18,33,3752
Deaths,Andean,COL,Colombia,Americas,47791393,10th May 2016,5th May 2016,18,33,0
Suspected,Andean,COL,Colombia,Americas,47791393,10th May 2016,5th May 2016,18,33,71435
Confirmed,Central America,CRI,Costa Rica,Americas,4757606,10th May 2016,5th May 2016,18,33,11
Deaths,Central America,CRI,Costa Rica,Americas,4757606,10th May 2016,5th May 2016,18,33,0
Suspected,Central America,CRI,Costa Rica,Americas,4757606,10th May 2016,5th May 2016,18,33,0
Confirmed,Latin Caribbean,CUB,Cuba,Americas,11379111,10th May 2016,5th May 2016,18,33,1
Deaths,Latin Caribbean,CUB,Cuba,Americas,11379111,10th May 2016,5th May 2016,18,33,0
Suspected,Latin Caribbean,CUB,Cuba,Americas,11379111,10th May 2016,5th May 2016,18,33,0
Confirmed,Non Latin Caribbean,CUW,Curaçao,Americas,155872,10th May 2016,5th May 2016,18,33,73
Deaths,Non Latin Caribbean,CUW,Curaçao,Americas,155872,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,CUW,Curaçao,Americas,155872,10th May 2016,5th May 2016,18,33,0
Confirmed,Non Latin Caribbean,DMA,Dominica,Americas,72341,10th May 2016,5th May 2016,18,33,18
Deaths,Non Latin Caribbean,DMA,Dominica,Americas,72341,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,DMA,Dominica,Americas,72341,10th May 2016,5th May 2016,18,33,129
Confirmed,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,10th May 2016,5th May 2016,18,33,73
Deaths,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,10th May 2016,5th May 2016,18,33,0
Suspected,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,10th May 2016,5th May 2016,18,33,1674
Confirmed,Andean,ECU,Ecuador,Americas,15902916,10th May 2016,5th May 2016,18,33,77
Deaths,Andean,ECU,Ecuador,Americas,15902916,10th May 2016,5th May 2016,18,33,0
Suspected,Andean,ECU,Ecuador,Americas,15902916,10th May 2016,5th May 2016,18,33,171
Confirmed,Central America,SLV,El Salvador,Americas,6107706,10th May 2016,5th May 2016,18,33,46
Deaths,Central America,SLV,El Salvador,Americas,6107706,10th May 2016,5th May 2016,18,33,0
Suspected,Central America,SLV,El Salvador,Americas,6107706,10th May 2016,5th May 2016,18,33,11281
Confirmed,Latin Caribbean,GUF,French Guiana,Americas,237549,10th May 2016,5th May 2016,18,33,483
Deaths,Latin Caribbean,GUF,French Guiana,Americas,237549,10th May 2016,5th May 2016,18,33,0
Suspected,Latin Caribbean,GUF,French Guiana,Americas,237549,10th May 2016,5th May 2016,18,33,4860
Confirmed,Non Latin Caribbean,GRD,Grenada,Americas,106349,10th May 2016,5th May 2016,18,33,1
Deaths,Non Latin Caribbean,GRD,Grenada,Americas,106349,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,GRD,Grenada,Americas,106349,10th May 2016,5th May 2016,18,33,0
Confirmed,Latin Caribbean,GLP,Guadeloupe,Americas,404635,10th May 2016,5th May 2016,18,33,412
Deaths,Latin Caribbean,GLP,Guadeloupe,Americas,404635,10th May 2016,5th May 2016,18,33,0
Suspected,Latin Caribbean,GLP,Guadeloupe,Americas,404635,10th May 2016,5th May 2016,18,33,2099
Confirmed,Central America,GTM,Guatemala,Americas,16015494,10th May 2016,5th May 2016,18,33,261
Deaths,Central America,GTM,Guatemala,Americas,16015494,10th May 2016,5th May 2016,18,33,0
Suspected,Central America,GTM,Guatemala,Americas,16015494,10th May 2016,5th May 2016,18,33,915
Confirmed,Non Latin Caribbean,GUY,Guyana,Americas,763893,10th May 2016,5th May 2016,18,33,6
Deaths,Non Latin Caribbean,GUY,Guyana,Americas,763893,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,GUY,Guyana,Americas,763893,10th May 2016,5th May 2016,18,33,0
Confirmed,Latin Caribbean,HTI,Haiti,Americas,10572029,10th May 2016,5th May 2016,18,33,5
Deaths,Latin Caribbean,HTI,Haiti,Americas,10572029,10th May 2016,5th May 2016,18,33,0
Suspected,Latin Caribbean,HTI,Haiti,Americas,10572029,10th May 2016,5th May 2016,18,33,1777
Confirmed,Central America,HND,Honduras,Americas,7961680,10th May 2016,5th May 2016,18,33,2
Deaths,Central America,HND,Honduras,Americas,7961680,10th May 2016,5th May 2016,18,33,0
Suspected,Central America,HND,Honduras,Americas,7961680,10th May 2016,5th May 2016,18,33,18759
Confirmed,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,10th May 2016,5th May 2016,18,33,8
Deaths,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,10th May 2016,5th May 2016,18,33,646
Confirmed,Latin Caribbean,MTQ,Martinique,Americas,392291,10th May 2016,5th May 2016,18,33,12
Deaths,Latin Caribbean,MTQ,Martinique,Americas,392291,10th May 2016,5th May 2016,18,33,0
Suspected,Latin Caribbean,MTQ,Martinique,Americas,392291,10th May 2016,5th May 2016,18,33,20980
Confirmed,North America,MEX,Mexico,Americas,125385833,10th May 2016,5th May 2016,18,33,264
Deaths,North America,MEX,Mexico,Americas,125385833,10th May 2016,5th May 2016,18,33,0
Suspected,North America,MEX,Mexico,Americas,125385833,10th May 2016,5th May 2016,18,33,0
Confirmed,Central America,NIC,Nicaragua,Americas,6013913,10th May 2016,5th May 2016,18,33,167
Deaths,Central America,NIC,Nicaragua,Americas,6013913,10th May 2016,5th May 2016,18,33,0
Suspected,Central America,NIC,Nicaragua,Americas,6013913,10th May 2016,5th May 2016,18,33,0
Confirmed,Central America,PAN,Panama,Americas,3867535,10th May 2016,5th May 2016,18,33,220
Deaths,Central America,PAN,Panama,Americas,3867535,10th May 2016,5th May 2016,18,33,0
Suspected,Central America,PAN,Panama,Americas,3867535,10th May 2016,5th May 2016,18,33,0
Confirmed,South Cone,PRY,Paraguay,Americas,6552518,10th May 2016,5th May 2016,18,33,7
Deaths,South Cone,PRY,Paraguay,Americas,6552518,10th May 2016,5th May 2016,18,33,0
Suspected,South Cone,PRY,Paraguay,Americas,6552518,10th May 2016,5th May 2016,18,33,102
Confirmed,Andean,PER,Peru,Americas,30973148,10th May 2016,5th May 2016,18,33,3
Deaths,Andean,PER,Peru,Americas,30973148,10th May 2016,5th May 2016,18,33,0
Suspected,Andean,PER,Peru,Americas,30973148,10th May 2016,5th May 2016,18,33,0
Confirmed,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,10th May 2016,5th May 2016,18,33,707
Deaths,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,10th May 2016,5th May 2016,18,33,1
Suspected,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,10th May 2016,5th May 2016,18,33,0
Confirmed,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,10th May 2016,5th May 2016,18,33,1
Deaths,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,10th May 2016,5th May 2016,18,33,0
Confirmed,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,10th May 2016,5th May 2016,18,33,2
Deaths,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,10th May 2016,5th May 2016,18,33,0
Confirmed,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,10th May 2016,5th May 2016,18,33,2
Deaths,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,10th May 2016,5th May 2016,18,33,0
Confirmed,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,10th May 2016,5th May 2016,18,33,61
Deaths,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,10th May 2016,5th May 2016,18,33,0
Suspected,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,10th May 2016,5th May 2016,18,33,212
Confirmed,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,10th May 2016,5th May 2016,18,33,7
Deaths,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,10th May 2016,5th May 2016,18,33,0
Confirmed,Non Latin Caribbean,SUR,Suriname,Americas,538248,10th May 2016,5th May 2016,18,33,527
Deaths,Non Latin Caribbean,SUR,Suriname,Americas,538248,10th May 2016,5th May 2016,18,33,4
Suspected,Non Latin Caribbean,SUR,Suriname,Americas,538248,10th May 2016,5th May 2016,18,33,2492
Confirmed,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,10th May 2016,5th May 2016,18,33,16
Deaths,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,TTO,Trinidad and Tobago,Americas,1354483,10th May 2016,5th May 2016,18,33,0
Confirmed,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,10th May 2016,5th May 2016,18,33,21
Deaths,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,10th May 2016,5th May 2016,18,33,0
Suspected,Non Latin Caribbean,VIR,United States Virgin Islands,Americas,104170,10th May 2016,5th May 2016,18,33,0
Confirmed,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,10th May 2016,5th May 2016,18,33,352
Deaths,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,10th May 2016,5th May 2016,18,33,0
Suspected,Andean,VEN,Venezuela (Bolivarian Republic of),Americas,30693827,10th May 2016,5th May 2016,18,33,31224
Confirmed,Non Latin Caribbean,ABW,Aruba,Americas,103441,17th May 2016,12th May 2016,19,34,17
Deaths,Non Latin Caribbean,ABW,Aruba,Americas,103441,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,ABW,Aruba,Americas,103441,17th May 2016,12th May 2016,19,34,0
Confirmed,Non Latin Caribbean,BRB,Barbados,Americas,283380,17th May 2016,12th May 2016,19,34,7
Deaths,Non Latin Caribbean,BRB,Barbados,Americas,283380,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,BRB,Barbados,Americas,283380,17th May 2016,12th May 2016,19,34,316
Confirmed,Central America,BLZ,Belize,Americas,351706,17th May 2016,12th May 2016,19,34,1
Deaths,Central America,BLZ,Belize,Americas,351706,17th May 2016,12th May 2016,19,34,0
Suspected,Central America,BLZ,Belize,Americas,351706,17th May 2016,12th May 2016,19,34,0
Confirmed,Andean,BOL,Bolivia,Americas,10561887,17th May 2016,12th May 2016,19,34,12
Deaths,Andean,BOL,Bolivia,Americas,10561887,17th May 2016,12th May 2016,19,34,0
Suspected,Andean,BOL,Bolivia,Americas,10561887,17th May 2016,12th May 2016,19,34,0
Confirmed,Non Latin Caribbean,BES,Bonaire,Americas,17408,17th May 2016,12th May 2016,19,34,3
Deaths,Non Latin Caribbean,BES,Bonaire,Americas,17408,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,BES,Bonaire,Americas,17408,17th May 2016,12th May 2016,19,34,0
Confirmed,South Cone,BRA,Brazil,Americas,206077898,17th May 2016,12th May 2016,19,34,1034
Deaths,South Cone,BRA,Brazil,Americas,206077898,17th May 2016,12th May 2016,19,34,3
Suspected,South Cone,BRA,Brazil,Americas,206077898,17th May 2016,12th May 2016,19,34,120161
Confirmed,Andean,COL,Colombia,Americas,47791393,17th May 2016,12th May 2016,19,34,3751
Deaths,Andean,COL,Colombia,Americas,47791393,17th May 2016,12th May 2016,19,34,0
Suspected,Andean,COL,Colombia,Americas,47791393,17th May 2016,12th May 2016,19,34,74334
Confirmed,Central America,CRI,Costa Rica,Americas,4757606,17th May 2016,12th May 2016,19,34,14
Deaths,Central America,CRI,Costa Rica,Americas,4757606,17th May 2016,12th May 2016,19,34,0
Suspected,Central America,CRI,Costa Rica,Americas,4757606,17th May 2016,12th May 2016,19,34,0
Confirmed,Latin Caribbean,CUB,Cuba,Americas,11379111,17th May 2016,12th May 2016,19,34,1
Deaths,Latin Caribbean,CUB,Cuba,Americas,11379111,17th May 2016,12th May 2016,19,34,0
Suspected,Latin Caribbean,CUB,Cuba,Americas,11379111,17th May 2016,12th May 2016,19,34,0
Confirmed,Non Latin Caribbean,CUW,Curaçao,Americas,155872,17th May 2016,12th May 2016,19,34,73
Deaths,Non Latin Caribbean,CUW,Curaçao,Americas,155872,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,CUW,Curaçao,Americas,155872,17th May 2016,12th May 2016,19,34,0
Confirmed,Non Latin Caribbean,DMA,Dominica,Americas,72341,17th May 2016,12th May 2016,19,34,18
Deaths,Non Latin Caribbean,DMA,Dominica,Americas,72341,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,DMA,Dominica,Americas,72341,17th May 2016,12th May 2016,19,34,129
Confirmed,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,17th May 2016,12th May 2016,19,34,73
Deaths,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,17th May 2016,12th May 2016,19,34,0
Suspected,Latin Caribbean,DOM,Dominican Republic,Americas,10405943,17th May 2016,12th May 2016,19,34,1996
Confirmed,Andean,ECU,Ecuador,Americas,15902916,17th May 2016,12th May 2016,19,34,77
Deaths,Andean,ECU,Ecuador,Americas,15902916,17th May 2016,12th May 2016,19,34,0
Suspected,Andean,ECU,Ecuador,Americas,15902916,17th May 2016,12th May 2016,19,34,171
Confirmed,Central America,SLV,El Salvador,Americas,6107706,17th May 2016,12th May 2016,19,34,46
Deaths,Central America,SLV,El Salvador,Americas,6107706,17th May 2016,12th May 2016,19,34,0
Suspected,Central America,SLV,El Salvador,Americas,6107706,17th May 2016,12th May 2016,19,34,11198
Confirmed,Latin Caribbean,GUF,French Guiana,Americas,237549,17th May 2016,12th May 2016,19,34,483
Deaths,Latin Caribbean,GUF,French Guiana,Americas,237549,17th May 2016,12th May 2016,19,34,0
Suspected,Latin Caribbean,GUF,French Guiana,Americas,237549,17th May 2016,12th May 2016,19,34,5760
Confirmed,Non Latin Caribbean,GRD,Grenada,Americas,106349,17th May 2016,12th May 2016,19,34,1
Deaths,Non Latin Caribbean,GRD,Grenada,Americas,106349,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,GRD,Grenada,Americas,106349,17th May 2016,12th May 2016,19,34,0
Confirmed,Latin Caribbean,GLP,Guadeloupe,Americas,404635,17th May 2016,12th May 2016,19,34,379
Deaths,Latin Caribbean,GLP,Guadeloupe,Americas,404635,17th May 2016,12th May 2016,19,34,0
Suspected,Latin Caribbean,GLP,Guadeloupe,Americas,404635,17th May 2016,12th May 2016,19,34,3885
Confirmed,Central America,GTM,Guatemala,Americas,16015494,17th May 2016,12th May 2016,19,34,261
Deaths,Central America,GTM,Guatemala,Americas,16015494,17th May 2016,12th May 2016,19,34,0
Suspected,Central America,GTM,Guatemala,Americas,16015494,17th May 2016,12th May 2016,19,34,915
Confirmed,Non Latin Caribbean,GUY,Guyana,Americas,763893,17th May 2016,12th May 2016,19,34,6
Deaths,Non Latin Caribbean,GUY,Guyana,Americas,763893,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,GUY,Guyana,Americas,763893,17th May 2016,12th May 2016,19,34,0
Confirmed,Latin Caribbean,HTI,Haiti,Americas,10572029,17th May 2016,12th May 2016,19,34,5
Deaths,Latin Caribbean,HTI,Haiti,Americas,10572029,17th May 2016,12th May 2016,19,34,0
Suspected,Latin Caribbean,HTI,Haiti,Americas,10572029,17th May 2016,12th May 2016,19,34,1777
Confirmed,Central America,HND,Honduras,Americas,7961680,17th May 2016,12th May 2016,19,34,2
Deaths,Central America,HND,Honduras,Americas,7961680,17th May 2016,12th May 2016,19,34,1
Suspected,Central America,HND,Honduras,Americas,7961680,17th May 2016,12th May 2016,19,34,19281
Confirmed,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,17th May 2016,12th May 2016,19,34,8
Deaths,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,JAM,Jamaica,Americas,2721252,17th May 2016,12th May 2016,19,34,646
Confirmed,Latin Caribbean,MTQ,Martinique,Americas,392291,17th May 2016,12th May 2016,19,34,12
Deaths,Latin Caribbean,MTQ,Martinique,Americas,392291,17th May 2016,12th May 2016,19,34,0
Suspected,Latin Caribbean,MTQ,Martinique,Americas,392291,17th May 2016,12th May 2016,19,34,23860
Confirmed,North America,MEX,Mexico,Americas,125385833,17th May 2016,12th May 2016,19,34,272
Deaths,North America,MEX,Mexico,Americas,125385833,17th May 2016,12th May 2016,19,34,0
Suspected,North America,MEX,Mexico,Americas,125385833,17th May 2016,12th May 2016,19,34,0
Confirmed,Central America,NIC,Nicaragua,Americas,6013913,17th May 2016,12th May 2016,19,34,167
Deaths,Central America,NIC,Nicaragua,Americas,6013913,17th May 2016,12th May 2016,19,34,0
Suspected,Central America,NIC,Nicaragua,Americas,6013913,17th May 2016,12th May 2016,19,34,0
Confirmed,Central America,PAN,Panama,Americas,3867535,17th May 2016,12th May 2016,19,34,220
Deaths,Central America,PAN,Panama,Americas,3867535,17th May 2016,12th May 2016,19,34,0
Suspected,Central America,PAN,Panama,Americas,3867535,17th May 2016,12th May 2016,19,34,0
Confirmed,South Cone,PRY,Paraguay,Americas,6552518,17th May 2016,12th May 2016,19,34,7
Deaths,South Cone,PRY,Paraguay,Americas,6552518,17th May 2016,12th May 2016,19,34,0
Suspected,South Cone,PRY,Paraguay,Americas,6552518,17th May 2016,12th May 2016,19,34,102
Confirmed,Andean,PER,Peru,Americas,30973148,17th May 2016,12th May 2016,19,34,3
Deaths,Andean,PER,Peru,Americas,30973148,17th May 2016,12th May 2016,19,34,0
Suspected,Andean,PER,Peru,Americas,30973148,17th May 2016,12th May 2016,19,34,0
Confirmed,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,17th May 2016,12th May 2016,19,34,707
Deaths,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,17th May 2016,12th May 2016,19,34,1
Suspected,Latin Caribbean,PRI,Puerto Rico,Americas,3548397,17th May 2016,12th May 2016,19,34,0
Confirmed,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,17th May 2016,12th May 2016,19,34,1
Deaths,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,BLM,Saint Barthelemy,Americas,9035,17th May 2016,12th May 2016,19,34,10
Confirmed,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,17th May 2016,12th May 2016,19,34,2
Deaths,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,LCA,Saint Lucia,Americas,183645,17th May 2016,12th May 2016,19,34,0
Confirmed,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,17th May 2016,12th May 2016,19,34,2
Deaths,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,17th May 2016,12th May 2016,19,34,0
Suspected,Non Latin Caribbean,VCT,Saint Vincent and the Grenadines,Americas,109360,17th May 2016,12th May 2016,19,34,0
Confirmed,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,17th May 2016,12th May 2016,19,34,82
Deaths,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,17th May 2016,12th May 2016,19,34,0
Suspected,Latin Caribbean,MAF,Saint-Martin (French),Americas,31530,17th May 2016,12th May 2016,19,34,235
Confirmed,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,17th May 2016,12th May 2016,19,34,7
Deaths,Non Latin Caribbean,SXM,Sint Maarten,Americas,33609,17th May 2016,12th May 2016,19,34,0
